StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q25,Q2,Q3,Q4#1_1,Q4#1_2,Q4#1_3,Q4#1_4,Q4#1_5,Q4#1_6,Q4#2_1,Q4#2_2,Q4#2_3,Q4#2_4,Q4#2_5,Q4#2_6,Q4#3_1_1,Q4#3_2_1,Q4#3_3_1,Q4#3_4_1,Q4#3_5_1,Q4#3_6_1,Q4#4_1,Q4#4_2,Q4#4_3,Q4#4_4,Q4#4_5,Q4#4_6,Q4#5_1,Q4#5_2,Q4#5_3,Q4#5_4,Q4#5_5,Q4#5_6,Q4#6_1,Q4#6_2,Q4#6_3,Q4#6_4,Q4#6_5,Q4#6_6,Q4#7_1_1,Q4#7_2_1,Q4#7_3_1,Q4#7_4_1,Q4#7_5_1,Q4#7_6_1,Q5,Q6,Q7,Q8,id_participant
2019-04-14 14:13:14,2019-04-14 14:51:34,IP Address,199.111.229.38,100,2299,True,2019-04-14 14:51:34,R_2tD3jm801MOgNux,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Claire,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33,4,23,2,9,6,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,17,55,28,42,12,22,nervous,"'-laughed nervously/uncomfortably throughout the entire sim
-looked around the room nervously
",3,"'-The teacher candidate struggled to facilitate a discussion about classroom norms. 
-At the high end, the TC supports students in generating at least one classroom expectation, though it might not be supported with logical rationale.
- At the high end, the teacher may acknowledge a few of the off-task behaviors. However, their attempts to address misbehavior are ineffective. 
-Disruptions were lengthy and detracted from the overall quality of the discussion
-TC affect seemed flustered. She laughed throughout most of the sim → seemed like she thought it was funny/wasn’t taking it very seriously
",1_1819_1_5
2019-04-14 15:51:33,2019-04-14 15:52:35,IP Address,84.123.72.31,100,61,True,2019-04-14 15:52:35,R_3in8VdIzQNw0Tlq,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,23,16,16,25,4,4,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,28,41,43,13,24,30,Apathetic,"During misbehaviors, TC just stands there without speaking for a while; doesn’t really show any emotions of irritation, enthusiasm, etc. ",3,"TC is not able to support students in generating any (reasonable) classroom norms. TC is largely unsuccessful with redirecting off-task behavior (1/6 are specific). Disruptions are extremely lengthy, which detracts from the quality of the conversation. There are very few moments when all students are engaged in the classroom discussion. TC remains calm. ",1_1819_2_34
2019-04-14 15:54:46,2019-04-14 15:55:32,IP Address,199.111.225.36,100,46,True,2019-04-14 15:55:33,R_1FJ73vr61f8wmUw,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31,20,5,6,10,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,,,,,,Sim ended,19,20,14,16,7,22,"Calm, slightly annoyed","Maintained pretty consistent tone and voice, seemed to slightly raise voice when giving redirections, but not super aggressive. View was on avatars so couldn’t see facial expression/body language. ",8,"TC facilitated a well paced discussion on classroom norms and their rationale. TC supported students in generating 3 expectations with rationale. TC redirected off task behavior, some of which was sufficient. Majority of dialogue advances classroom discussion. TC affect is pretty confident. Some of the disruptions detracted from the quality of the classroom. ",1_1819_2_54
2019-04-14 16:06:05,2019-04-14 16:06:56,IP Address,199.111.225.36,100,51,True,2019-04-14 16:06:57,R_2WvtKOUkErkp4G8,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,99,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,19,13,31,5,6,,No,No,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,,31,38,12,47,24,"Calm, unsure what to do ","TC didn’t change tone or level of voice, but was silent/didn’t address behaviors directly often, or ignored completely, demonstrating that he was uncertain on how to redirect. ",2,"TC supported students in generating 1 norm. TC did not effectively redirect student behavior, attempted. Disruptions were lengthy and detracted from the overall quality. Majority of sounds were the misbehaviors or TC trying to keep conversation afloat above misbehaviors. TC affect was calm. ",nonid
2019-04-14 16:17:39,2019-04-14 16:18:35,IP Address,199.111.225.36,100,55,True,2019-04-14 16:18:35,R_3kpOUMMi41aEEn3,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,101,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,27,38,15,,26,13,No,No,No,,No,No,Yes,Yes,Yes,,Yes,Yes,Next behavior,Next behavior,Next behavior,,Next behavior,Sim ended,25,11,37,,28,8,"Calm, slightly annoyed","Looks down at podium when misbehaviors continue, when new misbehavior starts occasionally makes facial expression. ",2,"TC helps students generate 1 norm. TC is not able to effectively redirect any misbehaviors, but attempts to. Majority of the discussion is the misbehaviors or the TC trying to keep conversation afloat over the misbehaviors. All of the disruptions detract from the quality of the conversation. TC affect is calm. ",1_1819_3_101
2019-04-11 13:44:38,2019-04-16 07:12:44,IP Address,50.242.46.52,100,408486,True,2019-04-16 07:12:45,R_3hcFjgag2GgrO5n,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Maggie,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,55,12,4,4,22,3,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,3,41,54,36,32,24,"Calm, nervous, uncertain","Laughs occasionally when students misbehave, and when she tries to address it. Occasionally tries to ignore behavior and talk over it, rather than address it. ",2,TC was not able to support students in generating any reasonable classroom expectations. TC did not effectively redirect any behaviors. TC acknowledged all off task behaviors. Disruptions were all lengthy and detracted from the conversation. Majority of sounds are the misbehavior or TC trying to talk above/ignoring it. TC was calm. ,1_1819_2_40
2019-04-16 07:11:25,2019-04-20 08:29:47,IP Address,73.61.9.64,100,350302,True,2019-04-20 08:29:48,R_pE5iv5cSaiQUUQF,,,,,42.2738952636718,-71.0939025878906,anonymous,EN,Ethan humming,Maggie,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,3,2,7,13,3,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,,,,,,Sim ended,7,5,12,12,33,24,"Calm, confident","TC maintained consistent voice tone and level, video was facing avatars so couldn’t see body language or facial expression though.",7,"TC facilitated a pretty well paced discussion focused on classroom norms and their rationale. TC supported students in generating 3 expectations with rationale. TC redirected almost all off task behavior, most of which was efficient. Majority of dialogue advances the classroom discussion. TC affect is confident and remains unruffled.",1_1819_2_40
2019-03-03 12:09:07,2019-03-03 12:39:04,IP Address,64.99.233.97,100,1796,True,2019-03-03 12:39:04,R_2qgwuZWbkQr9NjL,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan video game,Claire,77,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,3,11,9,5,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,5,1,18,5,3,6,"Calm, confident 
Firm, but warm
","Smiles a lot, says please when redirecting mis-behaviors, used really positive language",8,"'- The teaching candidate supported students in generating 2-3 reasonable classroom expectations as well as a rationale for them
-The teacher efficiently redirected all off-task student behavior such that disruptions were extremely brief and did not detract from the overall quality of the discussion. 
The majority of dialogue advances the classroom discussion. 
The teacher candidate supported student engagement such that all students were engaged in on-task behavior for the majority of the simulation
Teacher candidate affect is confident and they remain unruffled throughout the simulation. 
Redirections were fairly succinct, but some redirections were lengthier 
Doesn’t directly state what the behavior is that needs to be redirected
",1_1819_3_77
2019-03-03 13:01:35,2019-03-03 13:03:29,IP Address,199.111.224.46,100,113,True,2019-03-03 13:03:29,R_3F2Hg6Z0Xmcvy0o,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,102,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,6,6,11,9,3,5,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,Next behavior,Next behavior,Next behavior,Sim ended,7,39,47,35,49,23,"Calm, but slightly more annoyed as behaviors increased. ","Teacher started to repeat using students’ names as video went on instead of continuing trying to redirect the behavior. As the later behaviors started, the TC started to change her tone a bit to sound more frustrated, however overall TC did manage to stay calm. ",3,"Students generate one norm on their own, otherwise the TC does so for them or the conversation is focused on the misbehaviors. Disruptions were lengthy and detracted from the overall quality of the discussion. Majority of dialogue is TC engaging with students, or the students’ misbehavior. Teacher attempted with mixed success to redirect student behavior. ",1_1819_3_102
2019-03-03 14:08:02,2019-03-03 14:10:10,IP Address,84.123.72.31,100,127,True,2019-03-03 14:10:10,R_sk9udyQ7g8YgGNr,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan video game,Rachel L,39_6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,11,7,17,17,3,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,,,,,Next behavior,,15,26,17,13,25,12,Calm,Teacher’s feedback to misbehaviors remains calm and composed; gives specific directions and does not raise voice,6,TC supports students in coming up with 2 classroom norms and pushes for rationale (although it is not always given). There were various times in the simulation when all students were engaged in the discussion. TC redirects almost all student misbehavior. TC remains calm; does not use positive behavioral praise.,nonid
2019-03-04 16:16:28,2019-03-04 16:27:51,IP Address,108.169.215.227,100,682,True,2019-03-04 16:27:51,R_QlSAsDtTUDAkpMt,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan video game,Rachel G,107_6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,7,3,5,5,18,5,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,,,Next behavior,,Next behavior,Sim ended,14,16,41,27,35,20,calm,"Voice sounded calm throughout, no physical indication that she was nervous (ex: no fidgeting)",5,"Supported 2 norms without rationale, attempted with mixed success to redirect misbehaviors, dialogue sometimes focused on norms, sometimes on misbehaviors, all redirections were somewhat lengthy, acknowledgement was pretty timely",nonid
2019-03-05 12:45:07,2019-03-05 12:46:45,IP Address,199.111.226.202,100,97,True,2019-03-05 12:46:45,R_3FQdWPTNhiJ0qIW,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,2,5,1,2,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,,,,,Next behavior,,3,4,15,12,41,13,"Firm, but not aggressive","TC would immediately try and redirect student behaviors with firm, direct statements, but didn’t really raise her voice or change her demeanor too much. ",7,"TC helped students generate 3 norms with rationale. TC acknowledged all misbehaviors very quickly, all under 5 seconds must under 2. Most redirections were under 15 seconds, with only one lengthy one. Majority of dialogue advances the classroom discussion.",1_1819_1_7
2019-03-05 13:42:30,2019-03-05 13:43:48,IP Address,199.111.226.202,100,78,True,2019-03-05 13:43:48,R_1eKVyHzakbuCNmW,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,51,29,5,35,29,,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,Yes,,Next behavior,Next behavior,Next behavior,,Next behavior,,3,27,49,14,23,,"Calm, passive ","Would take a long time to address/acknowledge behavior, didn’t always do so. Soft demeanor, not very firm with students or redirections. e",3,"TC didn’t effectively redirect students misbehaviors, disruptions were lengthy and detracted from the overall quality of conversation. Majority of dialogue is the misbehavior, or the TC talking over. ",1_1819_2_45
2019-03-17 14:43:11,2019-03-17 15:10:09,IP Address,174.204.16.187,100,1617,True,2019-03-17 15:10:09,R_2v85DYTDWR6MgcG,,,,,38.7595977783203,-77.1484985351562,anonymous,EN,Ethan video game,Claire,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,8,9,4,3,5,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,,,,,Next behavior,,4,6,29,8,46,5,"warm but firm
patient, calm
","says “please” and “thank you” when giving redirections
calm, doesn’t raise voice
open body language
",7,"'-TC supports students in generating 2-3 classroom norms, as well as rationales for them
-The TC efficiently redirected most off-task behavior. However, some disruptions and re-directions were lengthier and detracted from the overall quality of the conversation
-TC acknowledged most mis-behaviors in a timely manner
-All redirections included specific bodily cues
-TC affect is warm and calm, they are confident and remain unruffled throughout the simulation
-Majority of dialogue advances classroom discussion
",1_1819_3_81
2019-03-17 16:11:45,2019-03-17 16:13:12,IP Address,108.169.215.227,100,87,True,2019-03-17 16:13:13,R_2RVqOPeKkaIxLUE,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan video game,Rachel G,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,9,4,10,1,2,2,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,37,51,43,44,54,27,Nervous/unsure,"Stumbles over words throughout, seems unsure in redirections",2,"No norms generated, almost all dialogue was focused on misbehaviors (timely for the most part), acknowledged all behaviors, most redirections were not specific, mixed success on redirections",1_1819_1_29
2019-03-18 16:04:07,2019-03-18 16:05:19,IP Address,84.123.72.31,100,72,True,2019-03-18 16:05:19,R_3NItzvd9NopxJ9T,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan video game,Rachel L,82,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,5,5,4,5,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,11,11,18,14,28,14,Confident,Redirects students and then quickly moves away from talking about the misbehavior; redirections are direct but TC does not raise voice or get angry.,8,TC was able to support students in generating 2 classroom norms with rationale behind them. TC was successfully able to redirect all student behaviors with few taking up a lot of time. There were various moments in the simulation when all students were engaged in the discussion about classroom norms. TC remains confident throughout the entire simulation. TC does not use positive behavioral praise. ,1_1819_3_82
2019-03-18 21:34:51,2019-03-19 06:15:36,IP Address,64.99.233.97,100,31244,True,2019-03-19 06:15:36,R_27KJa3xXYVfufql,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan video game,Claire,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,8,2,34,8,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,,,,,Next behavior,,2,1,20,4,20,17,"calm
patient, unruffled
","doesn’t seem flustered or irritated
says thank you when giving re-directions and gives strong re-directions
",8,"'-TC supported students in generating 2-3 classroom norms and a rationale for them
-TC efficiently redirected student misbehavior such that most misbehaviors were very brief and did not detract from the overall quality of the conversation
-Majority of dialogue advances conversation
-TC affect is calm and they remain unruffled throughout the simulation
-praises positive behavior

-however, some of the re-directions were a bit lengthier and there was one mis-behavior that was not re-directed used a specific bodily cue",1_1819_1_20
2019-03-24 15:11:49,2019-03-24 15:12:59,IP Address,84.123.72.31,100,70,True,2019-03-24 15:12:59,R_2YJ6HjHFn8H0cx8,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan video game,Rachel L,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,4,2,3,9,7,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,,,,,Next behavior,,7,24,27,10,42,22,Increasingly irritated,"Raises voice a couple times during misbehaviors (“Ethan, it is not your time to talk right now”); starts to sound more annoyed (ex: sighing)",6,"TC is able to support students in generating various classroom norms, although there is not rationale behind them. TC was largely successful with redirecting classroom norms and almost all included a specific redirection. However, some were lengthy which detracted from the discussion. There were various moments in the simulation when all students were focused on the discussion about classroom norms. Appeared to be some “non-calm” moments (main reason for staying in the mid profile). ",1_1819_3_72
2019-03-24 08:12:28,2019-03-24 15:42:13,IP Address,76.120.250.20,100,26985,True,2019-03-24 15:42:14,R_2ds7n5HT44IIHRj,,,,,38.0265960693359,-78.4804992675781,anonymous,EN,Ethan video game,Maggie,103,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,7,2,8,5,12,4,Yes,Yes,No,Yes,No,No,No,No,Yes,,Yes,Yes,,,Next behavior,,Next behavior,Sim ended,18,22,50,33,39,27,"Calm, increasingly irritated","As video went on, TC began repeating students names more in place of actually giving redirections. Additionally, the TC’s tone of voice changed a little bit towards the later misbehaviors, and her expressions seemed increasingly annoyed.",4,"TC supported students in generating one classroom expectation, however with no rationale. TC attempted with mixed success to redirect off task behavior. Almost all disruptions were lengthy and distracting. Dialogue mostly focused on student misbehaviors. TC inconsistently supported student engagement. Affect is for the most part calm. ",1_1819_3_103
2019-03-24 18:51:53,2019-03-24 18:54:10,IP Address,76.120.250.20,100,137,True,2019-03-24 18:54:11,R_24Ize4eOY9IFuIO,,,,,38.0265960693359,-78.4804992675781,anonymous,EN,Ethan video game,Maggie,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,18,4,2,3,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,,,Next behavior,,,Sim ended,49,16,45,12,56,15,"Pretty calm, but increasingly frustrated/annoyed","TC started to repeat and use students’ names more often when they were misbehaving instead of just redirecting, TC made facial expressions/sighs occasionally when students were misbehaving. ",5,"Students developed around 2 expectations, not all with rationale. TC attempted with mixed success to redirect off task student behavior. Majority of disruptions detracted from the overall quality of the discussion. Dialogue is sometimes focused on norms but a of of the time its focused on students misbehaviors.",1_1819_1_3
2019-03-25 12:56:49,2019-03-25 12:57:49,IP Address,84.123.72.31,100,59,True,2019-03-25 12:57:49,R_1LLSjvhQlgAFTHI,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan video game,Rachel L,97,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,3,5,6,3,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,3,2,4,23,12,8,"Confident (warm, but firm)","TC’s redirections are succinct and she shows no signs of irritation (does not raise voice, does not sigh, etc.)",9,TC is able to support students in generating 3+ classroom rules with sufficient rationale behind them. TC is very successful with redirecting student behavior; all redirections include a specific cue and almost all are extremely succinct. The majority of the simulation is focused on the discussion of classroom norms with all students engaged. TC remains calm and confident. TC does not use positive behavioral praise. ,1_1819_3_97
2019-03-25 15:00:05,2019-03-25 15:01:10,IP Address,199.111.225.57,100,64,True,2019-03-25 15:01:10,R_32Vlv4r0i3iTUdk,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,87,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,3,7,11,5,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,4,8,15,9,34,16,"Calm, warm but firm","TC maintained same voice and tone throughout the video. Would quickly and firmly address behaviors, but most of the time didn’t make any other comments except to stop doing the misbehavior. ",8,"TC facilitated a well paced discussion focused on classroom norms. TC supported students in generating 4 classroom norms, however not all of them had rationale. TC efficiently redirected all off task student behaviors, with only one lengthy disruption. Majority of dialogue advances the classroom discussion. TC supported student engagement. TC affect is confident and remains unruffled. ",1_1819_3_87
2019-03-25 15:11:12,2019-03-25 15:12:14,IP Address,199.111.225.57,100,62,True,2019-03-25 15:12:14,R_1kXHweIAUTnxAr0,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,7,4,11,2,8,5,Yes,Yes,No,Yes,No,No,No,No,Yes,No,,,,,Next behavior,,Next behavior,Sim ended,5,17,33,6,40,26,Calm throughout ,"TC consistently used the same tone and level of voice with students. Didn’t appear any more irritated at the end than in the beginning, same facial expressions and hand gestures used throughout. ",6,"TC supported students in generating 3 classroom expectations, most of which had rationale. TC had mixed success with redirecting student behavior, but was effective 3/6 and was efficient in some of those. Some disruptions detracted, however not most. Dialogue is mostly focused on norms, however sometimes on student misbehavior.TC candidate affect is calm and remains unruffled. TC candidate pretty consistently supported student engagement. ",1_1819_2_34
2019-03-26 15:19:11,2019-03-26 15:20:25,IP Address,84.123.72.31,100,74,True,2019-03-26 15:20:25,R_2XiIjHuOahlk27X,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan video game,Rachel L,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,6,7,2,21,8,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,Next behavior,Next behavior,Next behavior,Sim ended,38,15,50,41,41,10,Serious,Does not raise voice; thanks students for raising their hands,3,"TC is able to support students in generating one classroom norm (comes up with some herself), although there is not rationale behind it. TC is mostly unsuccessful with redirecting student misbehavior. The majority of the simulation is focused on the TC trying to redirect students, which detracts from the quality of the discussion. There are very few instances where all students are engaged in the discussion. Uses positive behavioral praise.",1_1819_2_70
2019-03-26 15:54:11,2019-03-26 15:55:27,IP Address,108.169.215.227,100,76,True,2019-03-26 15:55:27,R_32LdtD0juh3jCdh,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan video game,Rachel G,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21,2,15,17,16,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,,,,,,Sim ended,12,6,27,9,37,34,Irritated towards the end ,"""that's enough"", ""if we can't keep our voices down I'm going to have to ask you to take a break"", ""this is my fourth time asking""",6,"2 norms generated with rationale, all redirections were specific, most acknowledgments and redirections were lengthy which detracted from classroom dialogue, inconsistently supported student engagement, calm for most of the simulation although becomes a little bit irritated towards the end, one instance of positive behavior praise (""I appreciated your quiet hand"")",1_1819_2_35
2019-03-26 16:32:58,2019-03-26 16:34:39,IP Address,108.169.215.227,100,100,True,2019-03-26 16:34:40,R_Un08tZspc1T9Cy5,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan video game,Rachel G,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,7,8,4,16,8,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Next behavior,,Next behavior,Next behavior,Next behavior,Sim ended,49,15,44,42,40,9,irritated ,"Tells Ethan that he's being distracting multiple times, can't see the teacher's face but her voice sounds a bit annoyed",3,"1 norm generated, only two redirections were specific, redirections were all very lengthy, causing most of the dialogue to be focused on the behaviors, teacher seemed irritated throughout, two instances where teacher thanks students for raising their hand (positive behavioral praise)",1_1819_2_70
2019-03-26 16:49:54,2019-03-26 16:51:07,IP Address,108.169.215.227,100,72,True,2019-03-26 16:51:07,R_ODTXkF6pzHts1Y5,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan video game,Rachel G,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,2,11,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,9,6,24,11,7,15,agressive,"Couldn't see the teacher's face but her tone sounded a bit aggressive/harsh, kept saying ""stop that"" and used negative language like ""stop interrupting the class""",7,"2 norms created with rationale, acknowledgements were pretty timely, most redirections were pretty succinct (a couple were a bit lengthier), all redirections were specific, majority of class discussion was on classroom norms, redirections were a bit harsh/aggressive",1_1819_2_52
2019-03-27 16:33:08,2019-03-27 16:34:43,IP Address,108.169.215.227,100,94,True,2019-03-27 16:34:43,R_1LYlojyiSpOUEVP,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan video game,Rachel G,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,3,7,2,6,5,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,,,,,Next behavior,Sim ended,21,24,38,19,34,24,increasingly frustrated,"""you interrupted and that wasn't very nice of you"" ""you're being a little bit too much with all these noises""",4,"2-3 norms created not with rationale, mixed success on redirections, redirections were fairly lengthy, acknowledgements were pretty timely, some dialogue focused on norms, some focused on misbehaviors, inconsistently supported student engagement, seemed a bit frustrated towards the end of the sim ",1_1819_1_26
2019-03-27 17:00:48,2019-03-27 17:03:29,IP Address,108.169.215.227,100,160,True,2019-03-27 17:03:29,R_3iy8V0cdwA0YQNm,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan video game,Rachel G,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,2,7,1,4,5,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,,,Next behavior,,,Sim ended,17,50,55,33,32,36,aggressive,"leaning forward, harsh tone, ""I will not tolerate disrespect in my classroom, raises voice multiple times throughout the simulation ",3,"2 rules generated, timely acknowledgement, mixed success with redirections, all redirections were lengthy, most dialogue focused on redirections, some instances where all students were engaged, teacher was very aggressive",1_1819_1_14
2019-03-27 18:36:14,2019-03-27 18:37:56,IP Address,84.123.72.31,100,101,True,2019-03-27 18:37:56,R_3nOBHaThIugSTjc,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan video game,Rachel L,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,3,9,8,6,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Next behavior,,,,,,44,4,38,3,4,7,Confident,Does not show any physical signs of irritation (does not raise voice); uses an affirmative tone without being harsh,8,"TC is able to support students in generating various classroom norms, although the rationale behind them is limited. TC is successful at redirecting almost all misbehaviors with many redirections that are specific and succinct. There are various moments when all students are engaged in the discussion about classroom norms. TC uses positive behavioral praise. ",1_1819_1_22
2019-03-29 16:35:33,2019-03-29 16:38:28,IP Address,76.120.250.20,100,175,True,2019-03-29 16:38:29,R_3r0Yw3voGKIk2n7,,,,,38.0265960693359,-78.4804992675781,anonymous,EN,Ethan video game,Maggie,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,26,8,6,6,22,2,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Next behavior,,Next behavior,Next behavior,Next behavior,Sim ended,26,16,56,41,30,25,"Calm, but a little frazzled/annoyed and uncertain how to redirect. ","TC maintained a consistent tone of voice, but as the simulation went on TC kept getting stuck on how to effectively redirect and seemed confused on how to move forward. ",3,"TC supported students in generating one classroom expectation. TC had mixed success with redirecting off task behavior, but attempted to on every instance. Disruptions were lengthy and detracted from overall quality, and majority of dialogue is TC engaging with students about misbehavior or the misbehavior. ",1_1819_2_68
